
0	70
0	70
0	70
0	70
0	70
0	70
0	70
0	70
0	70
0	70
0	70
0	70
0	70
0	70
0	70
0	70
0	70
0	70
0	70
0	70
0	74
0	86
0	100
0	112
0	126
0	139
0	150
0	163
0	181
0	198
0	214
0	229
0	243
0	259
0	281
0	312
0	410
0	588
0	760
0	929
0	1080
0	1207
0	1275
0	1260
0	1227
0	1209
0	1181
0	1132
0	1094
0	1053
0	1012
0	978
0	949
0	900
0	802
0	672
0	542
0	435
0	365
0	326
0	300
0	280
0	265
0	251
0	238
0	229
0	220
0	205
0	190
0	176
0	160
0	145
0	131
0	121
0	111
0	103
1	98
1	92
1	87
1	82
1	83
1	89
1	96
1	109
1	128
1	151
1	179
1	208
1	232
1	250
1	267
1	284
1	308
1	353
1	429
1	545
1	643
1	708
1	768
1	831
1	865
1	848
1	853
1	884
1	920
1	961
1	992
1	1040
1	1062
1	1088
1	1126
1	1145
1	1125
1	1077
1	1062
1	999
1	877
1	722
1	560
1	460
1	391
1	325
1	286
1	261
1	244
1	235
1	228
1	220
1	208
1	191
1	173
1	157
1	143
1	132
1	121
1	111
1	103
2	97
2	92
2	91
2	91
2	94
2	99
2	110
2	131
2	163
2	204
2	242
2	270
2	306
2	371
2	470
2	561
2	647
2	735
2	790
2	824
2	873
2	928
2	970
2	1031
2	1045
2	1047
2	1064
2	1060
2	1054
2	1067
2	1130
2	1136
2	1145
2	1161
2	1136
2	1055
2	892
2	703
2	515
2	391
2	322
2	289
2	274
2	262
2	248
2	233
2	217
2	200
2	181
2	163
2	145
2	128
2	114
2	104
3	95
3	88
3	82
3	79
3	79
3	81
3	85
3	91
3	101
3	118
3	143
3	176
3	211
3	242
3	265
3	291
3	340
3	436
3	549
3	658
3	762
3	848
3	922
3	976
3	1042
3	1066
3	1007
3	966
3	984
3	983
3	997
3	1029
3	1078
3	1068
3	1072
3	1108
3	1082
3	1093
3	1088
3	1135
3	1101
3	1022
3	1079
3	1163
3	1187
3	1001
3	707
3	474
3	329
3	278
3	259
3	247
3	238
3	233
3	228
3	216
3	202
3	185
